Stroke Broad,"""438.7""",
Stroke Broad,"""438.8""",
Stroke Broad,"""438.81""",
Stroke Broad,"""438.82""",
Stroke Broad,"""438.83""",
Stroke Broad,"""438.84""",
Stroke Broad,"""438.85""",
Stroke Broad,"""438.89""",
Stroke Broad,"""438.9""",
Stroke Broad,"""V12.54""",
Stroke Broad,,"""I61"""
Stroke Broad,,"""I61.0"""
Stroke Broad,,"""I61.1"""
Stroke Broad,,"""I61.2"""
Stroke Broad,,"""I61.3"""
Stroke Broad,,"""I61.4"""
Stroke Broad,,"""I61.5"""
Stroke Broad,,"""I61.6"""
Stroke Broad,,"""I61.8"""
Stroke Broad,,"""I61.9"""
,,"""I63"""
Stroke Broad,,"""I63.0"""
Stroke Broad,,"""I63.00"""
Stroke Broad,,"""I63.01"""
Stroke Broad,,"""I63.011"""
Stroke Broad,,"""I63.012"""
Stroke Broad,,"""I63.013"""
Stroke Broad,,"""I63.019"""
Stroke Broad,,"""I63.02"""
Stroke Broad,,"""I63.03"""
Stroke Broad,,"""I63.031"""
Stroke Broad,,"""I63.032"""
Stroke Broad,,"""I63.033"""
Stroke Broad,,"""I63.039"""
Stroke Broad,,"""I63.09"""
Stroke Broad,,"""I63.1"""
Stroke Broad,,"""I63.10"""
Stroke Broad,,"""I63.11"""
Stroke Broad,,"""I63.111"""
Stroke Broad,,"""I63.112"""
Stroke Broad,,"""I63.113"""
Stroke Broad,,"""I63.119"""
Stroke Broad,,"""I63.12"""
Stroke Broad,,"""I63.13"""
Stroke Broad,,"""I63.131"""
Stroke Broad,,"""I63.132"""
Stroke Broad,,"""I63.133"""
Stroke Broad,,"""I63.139"""
Stroke Broad,,"""I63.19"""
Stroke Broad,,"""I63.2"""
Stroke Broad,,"""I63.20"""
Stroke Broad,,"""I63.21"""
Stroke Broad,,"""I63.211"""
Stroke Broad,,"""I63.212"""
Stroke Broad,,"""I63.213"""
Stroke Broad,,"""I63.219"""
Stroke Broad,,"""I63.22"""
Stroke Broad,,"""I63.23"""
Stroke Broad,,"""I63.231"""
Stroke Broad,,"""I63.232"""
Stroke Broad,,"""I63.233"""
Stroke Broad,,"""I63.239"""
Stroke Broad,,"""I63.29"""
Stroke Broad,,"""I63.3"""
Stroke Broad,,"""I63.30"""
Stroke Broad,,"""I63.31"""
Stroke Broad,,"""I63.311"""
Stroke Broad,,"""I63.312"""
Stroke Broad,,"""I63.313"""
Stroke Broad,,"""I63.319"""
Stroke Broad,,"""I63.32"""
Stroke Broad,,"""I63.321"""
Stroke Broad,,"""I63.322"""
Stroke Broad,,"""I63.323"""
Stroke Broad,,"""I63.329"""
Stroke Broad,,"""I63.33"""
Stroke Broad,,"""I63.331"""
Stroke Broad,,"""I63.332"""
Stroke Broad,,"""I63.333"""
Stroke Broad,,"""I63.339"""
Stroke Broad,,"""I63.34"""
Stroke Broad,,"""I63.341"""
Stroke Broad,,"""I63.342"""
Stroke Broad,,"""I63.343"""
Stroke Broad,,"""I63.349"""
Stroke Broad,,"""I63.39"""
Stroke Broad,,"""I63.4"""
Stroke Broad,,"""I63.40"""
Stroke Broad,,"""I63.41"""
Stroke Broad,,"""I63.411"""
Stroke Broad,,"""I63.412"""
Stroke Broad,,"""I63.413"""
Stroke Broad,,"""I63.419"""
Stroke Broad,,"""I63.42"""
Stroke Broad,,"""I63.421"""
Stroke Broad,,"""I63.422"""
Stroke Broad,,"""I63.423"""
Stroke Broad,,"""I63.429"""
Stroke Broad,,"""I63.43"""
Stroke Broad,,"""I63.431"""
Stroke Broad,,"""I63.432"""
Stroke Broad,,"""I63.433"""
Stroke Broad,,"""I63.439"""
Stroke Broad,,"""I63.44"""
Stroke Broad,,"""I63.441"""
Stroke Broad,,"""I63.442"""
Stroke Broad,,"""I63.443"""
Stroke Broad,,"""I63.449"""
Stroke Broad,,"""I63.49"""
Stroke Broad,,"""I63.5"""
Stroke Broad,,"""I63.50"""
Stroke Broad,,"""I63.51"""
Stroke Broad,,"""I63.511"""
Stroke Broad,,"""I63.512"""
Stroke Broad,,"""I63.513"""
Stroke Broad,,"""I63.519"""
Stroke Broad,,"""I63.52"""
Stroke Broad,,"""I63.521"""
Stroke Broad,,"""I63.522"""
Stroke Broad,,"""I63.523"""
Stroke Broad,,"""I63.529"""
Stroke Broad,,"""I63.53"""
Stroke Broad,,"""I63.531"""
Stroke Broad,,"""I63.532"""
Stroke Broad,,"""I63.533"""
Stroke Broad,,"""I63.539"""
Stroke Broad,,"""I63.54"""
Stroke Broad,,"""I63.541"""
Stroke Broad,,"""I63.542"""
Stroke Broad,,I63.543
Stroke Broad,,"""I63.549"""
Stroke Broad,,"""I63.59"""
Stroke Broad,,"""I63.6"""
Stroke Broad,,"""I63.8"""
Stroke Broad,,"""I63.81"""
Stroke Broad,,"""I63.89"""
Stroke Broad,,"""I63.9"""
Stroke Broad,,"""I65"""
Stroke Broad,,"""I65.01"""
Stroke Broad,,"""I65.02"""
Stroke Broad,,"""I65.03"""
Stroke Broad,,"""I65.09"""
Stroke Broad,,"""I65.21"""
Stroke Broad,,"""I65.22"""
Stroke Broad,,"""I65.23"""
Stroke Broad,,"""I65.29"""
Stroke Broad,,"""I65.8"""
Stroke Broad,,"""I65.9"""
Stroke Broad,,"""I66"""
Stroke Broad,,"""I66.0"""
Stroke Broad,,"""I66.01"""
Stroke Broad,,"""I66.02"""
Stroke Broad,,"""I66.03"""
Stroke Broad,,"""I66.09"""
Stroke Broad,,"""I66.1"""
Stroke Broad,,"""I66.11"""
Stroke Broad,,"""I66.12"""
Stroke Broad,,"""I66.13"""
Stroke Broad,,"""I66.19"""
Stroke Broad,,"""I66.2"""
Stroke Broad,,"""I66.21"""
Stroke Broad,,"""I66.22"""
Stroke Broad,,"""I66.23"""
Stroke Broad,,"""I66.29"""
Stroke Broad,,"""I66.3"""
Stroke Broad,,"""I66.8"""
,,"""I66.9"""
Stroke Broad,,"""I67.4"""
Stroke Broad,,"""I67.81"""
Stroke Broad,,"""I67.82"""
Stroke Broad,,"""I67.89"""
Stroke Broad,,"""I68.0"""
Stroke Broad,,"""I68.8"""
Stroke Broad,,"""I69"""
Stroke Broad,,"""I69.0"""
Stroke Broad,,"""I69.00"""
Stroke Broad,,"""I69.01"""
Stroke Broad,,"""I69.010"""
Stroke Broad,,"""I69.011"""
Stroke Broad,,"""I69.012"""
Stroke Broad,,"""I69.013"""
Stroke Broad,,"""I69.014"""
Stroke Broad,,"""I69.015"""
Stroke Broad,,"""I69.018"""
Stroke Broad,,"""I69.019"""
Stroke Broad,,"""I69.02"""
Stroke Broad,,"""I69.020"""
Stroke Broad,,"""I69.021"""
Stroke Broad,,"""I69.022"""
Stroke Broad,,"""I69.023"""
Stroke Broad,,"""I69.028"""
Stroke Broad,,"""I69.03"""
Stroke Broad,,"""I69.031"""
Stroke Broad,,"""I69.032"""
Stroke Broad,,"""I69.033"""
Stroke Broad,,"""I69.034"""
Stroke Broad,,"""I69.039"""
Stroke Broad,,"""I69.04"""
Stroke Broad,,"""I69.041"""
Stroke Broad,,"""I69.042"""
Stroke Broad,,"""I69.043"""
Stroke Broad,,"""I69.044"""
Stroke Broad,,"""I69.049"""
Stroke Broad,,"""I69.05"""
Stroke Broad,,"""I69.051"""
Stroke Broad,,"""I69.052"""
Stroke Broad,,"""I69.053"""
Stroke Broad,,"""I69.054"""
Stroke Broad,,"""I69.059"""
Stroke Broad,,"""I69.06"""
Stroke Broad,,"""I69.061"""
Stroke Broad,,"""I69.062"""
Stroke Broad,,"""I69.063"""
Stroke Broad,,"""I69.064"""
Stroke Broad,,"""I69.065"""
Stroke Broad,,"""I69.069"""
Stroke Broad,,"""I69.09"""
Stroke Broad,,"""I69.090"""
Stroke Broad,,"""I69.091"""
Stroke Broad,,"""I69.092"""
Stroke Broad,,"""I69.093"""
Stroke Broad,,"""I69.098"""
Stroke Broad,,"""I69.1"""
Stroke Broad,,"""I69.10"""
Stroke Broad,,"""I69.11"""
Stroke Broad,,"""I69.110"""
Stroke Broad,,"""I69.111"""
Stroke Broad,,"""I69.112"""
Stroke Broad,,"""I69.113"""
Stroke Broad,,"""I69.114"""
Stroke Broad,,"""I69.115"""
Stroke Broad,,"""I69.118"""
Stroke Broad,,"""I69.119"""
Stroke Broad,,"""I69.12"""
Stroke Broad,,"""I69.120"""
Stroke Broad,,"""I69.121"""
Stroke Broad,,"""I69.122"""
Stroke Broad,,"""I69.123"""
Stroke Broad,,"""I69.128"""
Stroke Broad,,"""I69.13"""
Stroke Broad,,"""I69.131"""
Stroke Broad,,"""I69.132"""
Stroke Broad,,"""I69.133"""
Stroke Broad,,"""I69.134"""
Stroke Broad,,"""I69.139"""
Stroke Broad,,"""I69.14"""
Stroke Broad,,"""I69.141"""
Stroke Broad,,"""I69.142"""
Stroke Broad,,"""I69.143"""
Stroke Broad,,"""I69.144"""
Stroke Broad,,"""I69.149"""
Stroke Broad,,"""I69.15"""
Stroke Broad,,"""I69.151"""
Stroke Broad,,"""I69.152"""
Stroke Broad,,"""I69.153"""
Stroke Broad,,"""I69.154"""
Stroke Broad,,"""I69.159"""
Stroke Broad,,"""I69.16"""
Stroke Broad,,"""I69.161"""
Stroke Broad,,"""I69.162"""
Stroke Broad,,"""I69.163"""
Stroke Broad,,"""I69.164"""
Stroke Broad,,"""I69.165"""
Stroke Broad,,"""I69.169"""
Stroke Broad,,"""I69.19"""
Stroke Broad,,"""I69.190"""
Stroke Broad,,"""I69.191"""
Stroke Broad,,"""I69.192"""
Stroke Broad,,"""I69.193"""
Stroke Broad,,"""I69.198"""
Stroke Broad,,"""I69.2"""
Stroke Broad,,"""I69.20"""
Stroke Broad,,"""I69.21"""
Stroke Broad,,"""I69.210"""
Stroke Broad,,"""I69.211"""
Stroke Broad,,"""I69.212"""
Stroke Broad,,"""I69.213"""
Stroke Broad,,"""I69.214"""
Stroke Broad,,"""I69.215"""
Stroke Broad,,"""I69.218"""
Stroke Broad,,"""I69.219"""
Stroke Broad,,"""I69.22"""
Stroke Broad,,"""I69.220"""
Stroke Broad,,"""I69.221"""
Stroke Broad,,"""I69.222"""
Stroke Broad,,"""I69.223"""
Stroke Broad,,"""I69.228"""
Stroke Broad,,"""I69.23"""
Stroke Broad,,"""I69.231"""
Stroke Broad,,"""I69.232"""
Stroke Broad,,"""I69.233"""
Stroke Broad,,"""I69.234"""
Stroke Broad,,"""I69.239"""
Stroke Broad,,"""I69.24"""
Stroke Broad,,"""I69.241"""
Stroke Broad,,"""I69.242"""
Stroke Broad,,"""I69.243"""
Stroke Broad,,"""I69.244"""
Stroke Broad,,"""I69.249"""
Stroke Broad,,"""I69.25"""
Stroke Broad,,"""I69.251"""
Stroke Broad,,"""I69.252"""
Stroke Broad,,"""I69.253"""
Stroke Broad,,"""I69.254"""
Stroke Broad,,"""I69.259"""
Stroke Broad,,"""I69.26"""
Stroke Broad,,"""I69.261"""
Stroke Broad,,"""I69.262"""
Stroke Broad,,"""I69.263"""
Stroke Broad,,"""I69.264"""
Stroke Broad,,"""I69.265"""
Stroke Broad,,"""I69.269"""
Stroke Broad,,"""I69.29"""
Stroke Broad,,"""I69.290"""
Stroke Broad,,"""I69.291"""
Stroke Broad,,"""I69.292"""
Stroke Broad,,"""I69.293"""
Stroke Broad,,"""I69.298"""
Stroke Broad,,"""I69.3"""
Stroke Broad,,"""I69.30"""
Stroke Broad,,"""I69.31"""
Stroke Broad,,"""I69.310"""
Stroke Broad,,"""I69.311"""
Stroke Broad,,"""I69.312"""
Stroke Broad,,"""I69.313"""
Stroke Broad,,"""I69.314"""
Stroke Broad,,"""I69.315"""
Stroke Broad,,"""I69.318"""
Stroke Broad,,"""I69.319"""
Stroke Broad,,"""I69.32"""
Stroke Broad,,"""I69.320"""
Stroke Broad,,"""I69.321"""
Stroke Broad,,"""I69.322"""
Stroke Broad,,"""I69.323"""
Stroke Broad,,"""I69.328"""
Stroke Broad,,"""I69.33"""
Stroke Broad,,"""I69.331"""
Stroke Broad,,"""I69.332"""
Stroke Broad,,"""I69.333"""
Stroke Broad,,"""I69.334"""
Stroke Broad,,"""I69.339"""
Stroke Broad,,"""I69.34"""
Stroke Broad,,"""I69.341"""
Stroke Broad,,"""I69.342"""
Stroke Broad,,"""I69.343"""
Stroke Broad,,"""I69.344"""
Stroke Broad,,"""I69.349"""
Stroke Broad,,"""I69.35"""
Stroke Broad,,"""I69.351"""
Stroke Broad,,"""I69.352"""
Stroke Broad,,"""I69.353"""
Stroke Broad,,"""I69.354"""
Stroke Broad,,"""I69.359"""
Stroke Broad,,"""I69.36"""
Stroke Broad,,"""I69.361"""
Stroke Broad,,"""I69.362"""
Stroke Broad,,"""I69.363"""
Stroke Broad,,"""I69.364"""
Stroke Broad,,"""I69.365"""
Stroke Broad,,"""I69.369"""
Stroke Broad,,"""I69.39"""
Stroke Broad,,"""I69.390"""
Stroke Broad,,"""I69.391"""
Stroke Broad,,"""I69.392"""
Stroke Broad,,"""I69.393"""
Stroke Broad,,"""I69.398"""
Stroke Broad,,"""I69.8"""
Stroke Broad,,"""I69.80"""
Stroke Broad,,"""I69.81"""
Stroke Broad,,"""I69.810"
Stroke Broad,,"""I69.811"""
Stroke Broad,,"""I69.812"""
Stroke Broad,,"""I69.813"""
Stroke Broad,,"""I69.814"""
Stroke Broad,,"""I69.815"""
Stroke Broad,,"""I69.818"""
Stroke Broad,,"""I69.819"""
Stroke Broad,,"""I69.82"""
Stroke Broad,,"""I69.820"""
Stroke Broad,,"""I69.821"""
Stroke Broad,,"""I69.822"""
Stroke Broad,,"""I69.823"""
Stroke Broad,,"""I69.828"""
Stroke Broad,,"""I69.83"""
Stroke Broad,,"""I69.831"""
Stroke Broad,,"""I69.832"""
Stroke Broad,,"""I69.833"""
Stroke Broad,,"""I69.834"""
Stroke Broad,,"""I69.839"""
Stroke Broad,,"""I69.84"""
Stroke Broad,,"""I69.841"""
Stroke Broad,,"""I69.842"""
Stroke Broad,,"""I69.843"""
Stroke Broad,,"""I69.844"""
Stroke Broad,,"""I69.849"""
Stroke Broad,,"""I69.85"""
Stroke Broad,,"""I69.851"""
Stroke Broad,,"""I69.852"""
Stroke Broad,,"""I69.853"""
Stroke Broad,,"""I69.854"""
Stroke Broad,,"""I69.859"""
Stroke Broad,,"""I69.86"""
Stroke Broad,,"""I69.861"""
Stroke Broad,,"""I69.862"""
Stroke Broad,,"""I69.863"""
Stroke Broad,,"""I69.864"""
Stroke Broad,,"""I69.865"""
Stroke Broad,,"""I69.869"""
Stroke Broad,,"""I69.89"""
Stroke Broad,,"""I69.890"""
Stroke Broad,,"""I69.891"""
Stroke Broad,,"""I69.892"""
Stroke Broad,,"""I69.893"""
Stroke Broad,,"""I69.898"""
Stroke Broad,,"""I69.9"""
Stroke Broad,,"""I69.90"""
Stroke Broad,,"""I69.91"""
Stroke Broad,,"""I69.910"""
Stroke Broad,,"""I69.911"""
Stroke Broad,,"""I69.912"""
Stroke Broad,,"""I69.913"""
Stroke Broad,,"""I69.914"""
Stroke Broad,,"""I69.915"""
Stroke Broad,,"""I69.918"""
Stroke Broad,,"""I69.919"""
Stroke Broad,,"""I69.92"""
Stroke Broad,,"""I69.920"""
Stroke Broad,,"""I69.921"""
Stroke Broad,,"""I69.922"""
Stroke Broad,,"""I69.923"""
Stroke Broad,,"""I69.928"""
Stroke Broad,,"""I69.93"""
Stroke Broad,,"""I69.931"""
Stroke Broad,,"""I69.932"""
Stroke Broad,,"""I69.933"""
Stroke Broad,,"""I69.934"""
Stroke Broad,,"""I69.939"""
Stroke Broad,,"""I69.94"""
Stroke Broad,,"""I69.941"""
Stroke Broad,,"""I69.942"""
Stroke Broad,,"""I69.943"""
Stroke Broad,,"""I69.944"""
Stroke Broad,,"""I69.949"""
Stroke Broad,,"""I69.95"""
Stroke Broad,,"""I69.951"""
Stroke Broad,,"""I69.952"""
Stroke Broad,,"""I69.953"""
Stroke Broad,,"""I69.954"""
Stroke Broad,,"""I69.959"""
Stroke Broad,,"""I69.96"""
Stroke Broad,,"""I69.961"""
Stroke Broad,,"""I69.962"""
Stroke Broad,,"""I69.963"""
Stroke Broad,,"""I69.964"""
Stroke Broad,,"""I69.965"""
Stroke Broad,,"""I69.969"""
Stroke Broad,,"""I69.99"""
Stroke Broad,,"""I69.990"""
Stroke Broad,,"""I69.991"""
Stroke Broad,,"""I69.992"""
Stroke Broad,,"""I69.993"""
Stroke Broad,,"""I69.998"""
Stroke Broad,,"""G45"""
Stroke Broad,,"""G45.1"""
Stroke Broad,,"""G45.2"""
Stroke Broad,,"""G45.3"""
Stroke Broad,,"""G45.8"""
Stroke Broad,,"""G46.3"""
Stroke Broad,,"""G46.4"""
Stroke Broad,,"""H34.00"""
Stroke Broad,,"""H34.01"""
Stroke Broad,,"""H34.02"""
Stroke Broad,,"""H34.03"""
Stroke Broad,,"""H34.10"""
Stroke Broad,,"""H34.11"""
Stroke Broad,,"""H34.12"""
Stroke Broad,,"""H34.13"""
Stroke Broad,,"""H34.2"""
Stroke Broad,,"""H34.211"""
Stroke Broad,,"""H34.212"""
Stroke Broad,,"""H34.213"""
Stroke Broad,,"""H34.219"""
Stroke Broad,,"""H34.231"""
Stroke Broad,,"""H34.232"""
Stroke Broad,,"""H34.233"""
Stroke Broad,,"""H34.239"""
